iid,title,genres
2003,Citizen Ruth (1996),Comedy|Drama
206,Jerry Maguire (1996),Drama|Romance
665,Raising Arizona (1987),Comedy
1128,Tin Men (1987),Comedy|Drama
311,Sneakers (1992),Crime|Drama|Sci-Fi
1805,Bastard Out of Carolina (1996),Drama
2576,In Love and War (1996),Romance|War
1806,Marvin's Room (1996),Drama
1064,Ghosts of Mississippi (1996),Drama
2690,Night Falls on Manhattan (1997),Crime|Drama
586,Beavis and Butt-head Do America (1996),Animation|Comedy
2396,"Cérémonie, La (1995)",Drama
743,Scream (1996),Horror|Thriller
110,"Last of the Mohicans, The (1992)",Action|Romance|War
1068,Michael (1996),Comedy|Romance
1781,"Evening Star, The (1996)",Comedy|Drama
416,Hamlet (1996),Drama
2397,Some Mother's Son (1996),Drama
2681,"Whole Wide World, The (1996)",Drama
1078,Mother (1996),Comedy
3147,"Thieves (Voleurs, Les) (1996)",Crime|Drama|Romance
1460,Evita (1996),Drama|Musical
2398,"Portrait of a Lady, The (1996)",Drama
1908,Walkabout (1971),Drama
3222,Message to Love: The Isle of Wight Festival (1996),Documentary
2119,Grateful Dead (1995),Documentary
1997,Murder at 1600 (1997),Mystery|Thriller
3420,Hearts and Minds (1996),Drama
612,Fierce Creatures (1997),Comedy
3031,Zeus and Roxanne (1997),Children's
2542,Turbulence (1997),Thriller
271,Angel Baby (1995),Drama
186,Jackie Chan's First Strike (1996),Action
2120,Beverly Hills Ninja (1997),Action|Comedy
1090,Metro (1997),Action
3004,"Machine, The (1994)",Comedy|Horror
2235,"Cement Garden, The (1993)",Drama
626,Dante's Peak (1997),Action|Thriller
3251,Meet Wally Sparks (1997),Comedy
2543,Amos & Andrew (1993),Comedy
635,Benny & Joon (1993),Comedy|Romance
114,Prefontaine (1997),Drama
1472,McHale's Navy (1997),Comedy|War
196,Kolya (1996),Comedy
3244,Gridlock'd (1997),Crime
1625,Waiting for Guffman (1996),Comedy
1109,Prisoner of the Mountains (Kavkazsky Plennik) (1996),War
2460,"Beautician and the Beast, The (1997)",Comedy|Romance
1629,SubUrbia (1997),Comedy
2698,Hotel de Love (1996),Comedy|Romance
2878,"Pest, The (1997)",Comedy
1754,Fools Rush In (1997),Comedy|Romance
2544,Touch (1997),Romance
1796,Absolute Power (1997),Mystery|Thriller
2122,That Darn Cat! (1997),Children's|Comedy|Mystery
2002,Vegas Vacation (1997),Comedy
1123,That Old Feeling (1997),Comedy|Romance
2187,Lost Highway (1997),Mystery
2280,Rosewood (1997),Drama
898,Donnie Brasco (1997),Crime|Drama
2645,Booty Call (1997),Comedy|Romance
2123,City of Industry (1997),Crime|Thriller
2379,Best Men (1997),Action|Comedy|Crime|Drama
1481,Jungle2Jungle (a.k.a. Jungle 2 Jungle) (1997),Children's|Comedy
2190,Kama Sutra: A Tale of Love (1996),Romance
676,Private Parts (1997),Comedy|Drama
1134,Love Jones (1997),Romance
210,"Saint, The (1997)",Action|Romance|Thriller
2179,Smilla's Sense of Snow (1997),Action|Drama|Thriller
2404,"Van, The (1996)",Comedy|Drama
1811,Crash (1996),Drama|Thriller
2192,"Daytrippers, The (1996)",Mystery
682,Liar Liar (1997),Comedy
2617,Selena (1997),Drama|Musical
1141,"Devil's Own, The (1997)",Action|Drama|Thriller|War
2337,Cats Don't Dance (1997),Animation|Children's|Musical
2672,B*A*P*S (1997),Comedy
3150,Love and Other Catastrophes (1996),Romance
2549,"Sixth Man, The (1997)",Comedy
2466,Turbo: A Power Rangers Movie (1997),Action|Adventure|Children's
2790,Anna Karenina (1997),Drama|Romance
3027,Double Team (1997),Action
2079,Inventing the Abbotts (1997),Drama|Romance
518,Anaconda (1997),Action|Adventure|Thriller
450,Grosse Pointe Blank (1997),Comedy|Crime
2915,Keys to Tulsa (1997),Crime
3286,Kissed (1996),Romance
1999,8 Heads in a Duffel Bag (1997),Comedy
2828,Hollow Reed (1996),Drama
1788,Paradise Road (1997),Drama|War
2422,Traveller (1997),Drama
3062,All Over Me (1997),Drama
3377,A Chef in Love (1996),Comedy
1100,Romy and Michele's High School Reunion (1997),Comedy
3396,Temptress Moon (Feng Yue) (1996),Romance
2347,Volcano (1997),Drama|Thriller
2366,Children of the Revolution (1996),Comedy
637,Austin Powers: International Man of Mystery (1997),Comedy
2037,Breakdown (1997),Action|Thriller
3259,Broken English (1996),Drama
3380,Commandments (1997),Romance
2834,Ripe (1996),Drama
2388,"Truth or Consequences, N.M. (1997)",Action|Crime|Romance
2389,Warriors of Virtue (1997),Action|Adventure|Children's|Fantasy
1795,Fathers' Day (1997),Comedy
155,"Fifth Element, The (1997)",Action|Sci-Fi
3088,Intimate Relations (1996),Comedy
3063,Nowhere (1997),Drama
3064,Losing Chase (1996),Drama
1679,"Promise, The (La Promesse) (1996)",Drama
3209,"Bonheur, Le (1965)",Drama
1803,Love! Valour! Compassion! (1997),Drama|Romance
55,Shall We Dance? (Shall We Dansu?) (1996),Comedy
3410,"Second Jungle Book: Mowgli & Baloo, The (1997)",Adventure|Children's
2213,Twin Town (1997),Comedy|Crime
973,Addicted to Love (1997),Comedy|Romance
1359,Brassed Off (1996),Comedy|Drama|Romance
2839,"Designated Mourner, The (1997)",Drama
86,"Lost World: Jurassic Park, The (1997)",Action|Adventure|Sci-Fi|Thriller
28,Ponette (1996),Drama
3175,Schizopolis (1996),Comedy
2310,Shiloh (1997),Children's|Drama
2840,Rough Magic (1995),Drama|Romance
2006,Trial and Error (1997),Comedy|Romance
1485,Buddy (1997),Adventure|Children's|Drama
125,Con Air (1997),Action|Adventure|Thriller
3371,Late Bloomers (1996),Comedy
2425,"Pillow Book, The (1995)",Drama|Romance
3370,"To Have, or Not (1995)",Drama
1486,Speed 2: Cruise Control (1997),Action|Romance|Thriller
514,Batman & Robin (1997),Action|Adventure|Crime
2844,Dream With the Fishes (1997),Drama
2729,Roseanna's Grave (For Roseanna) (1997),Comedy|Romance
32,Hercules (1997),Adventure|Animation|Children's|Comedy|Musical
983,My Best Friend's Wedding (1997),Comedy|Romance
2846,Tetsuo II: Body Hammer (1992),Sci-Fi
2684,When the Cats Away (Chacun cherche son chat) (1996),Comedy|Romance
3179,Contempt (Le Mépris) (1963),Drama
348,Face/Off (1997),Action|Sci-Fi|Thriller
2685,Gabbeh (1996),Drama
228,Men in Black (1997),Action|Adventure|Comedy|Sci-Fi
2586,Out to Sea (1997),Comedy
1325,Wild America (1997),Adventure|Children's
2312,"Simple Wish, A (1997)",Children's|Fantasy
367,Contact (1997),Drama|Sci-Fi
2109,Love Serenade (1996),Comedy
1496,G.I. Jane (1997),Action|Drama|War
229,Conan the Barbarian (1982),Action|Adventure
1497,George of the Jungle (1997),Children's|Comedy
1162,Cop Land (1997),Crime|Drama|Mystery
1502,Event Horizon (1997),Action|Mystery|Sci-Fi|Thriller
559,Spawn (1997),Action|Adventure|Sci-Fi|Thriller
1905,Air Bud (1997),Children's|Comedy
2506,Picture Perfect (1997),Comedy|Romance
374,In the Company of Men (1997),Drama
2215,Free Willy 3: The Rescue (1997),Adventure|Children's|Drama
2431,Career Girls (1997),Drama
137,Conspiracy Theory (1997),Action|Mystery|Romance|Thriller
2587,Desperate Measures (1998),Crime|Drama|Thriller
2588,Steel (1997),Action
1029,She's So Lovely (1997),Drama|Romance
308,Hoodlum (1997),Crime|Drama|Film-Noir
2159,Leave It to Beaver (1997),Comedy
2090,Mimic (1997),Sci-Fi|Thriller
2545,Money Talks (1997),Action|Comedy
1712,Excess Baggage (1997),Adventure|Romance
491,Kull the Conqueror (1997),Action|Adventure
661,Air Force One (1997),Action|Thriller
3270,187 (1997),Drama
78,"Hunt for Red October, The (1990)",Action|Thriller
1632,My Own Private Idaho (1991),Drama
2462,"Kiss Me, Guido (1997)",Comedy
2402,Star Maps (1997),Drama
319,In & Out (1997),Comedy
2004,"Edge, The (1997)",Adventure|Thriller
1480,"Peacemaker, The (1997)",Action|Thriller|War
322,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller
1613,Seven Years in Tibet (1997),Drama|War
1136,Kiss the Girls (1997),Crime|Drama|Thriller
2546,Soul Food (1997),Drama
2091,Wishmaster (1997),Horror
326,"Thousand Acres, A (1997)",Drama
680,"Game, The (1997)",Mystery|Thriller
2616,Fire Down Below (1997),Action|Drama|Thriller
1348,U Turn (1997),Action|Crime|Mystery
1139,"MatchMaker, The (1997)",Comedy|Romance
3214,"Assignment, The (1997)",Thriller
2548,"Smile Like Yours, A (1997)",Comedy|Romance
1637,Ulee's Gold (1997),Drama
339,"Ice Storm, The (1997)",Drama
515,Chasing Amy (1997),Drama|Romance
2048,How to Be a Player (1997),Comedy
986,"Full Monty, The (1997)",Comedy
1816,Indian Summer (a.k.a. Alive & Kicking) (1996),Comedy|Drama
529,"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)",Drama|Romance
1817,I Know What You Did Last Summer (1997),Horror|Mystery|Thriller
808,"Devil's Advocate, The (1997)",Crime|Horror|Mystery|Thriller
1820,Rocket Man (1997),Comedy
1821,Playing God (1997),Crime|Thriller
2124,"House of Yes, The (1997)",Comedy|Drama|Thriller
1721,"Fast, Cheap & Out of Control (1997)",Documentary
1731,Washington Square (1997),Drama
2405,Telling Lies in America (1997),Drama
3223,Year of the Horse (1997),Documentary
364,Gattaca (1997),Drama|Sci-Fi|Thriller
544,FairyTale: A True Story (1997),Children's|Drama|Fantasy
2618,Phantoms (1998),Horror
2467,Swept from the Sea (1997),Romance
871,Wonderland (1997),Documentary
2374,"Life Less Ordinary, A (1997)",Romance|Thriller
2793,Hurricane Streets (1998),Drama
2150,Eve's Bayou (1997),Drama
2550,Switchback (1997),Thriller
3326,Gang Related (1997),Crime
927,Stripes (1981),Comedy
2796,Nénette et Boni (1996),Drama
2160,Bean (1997),Comedy
3272,Hugo Pool (1997),Romance
1828,Mad City (1997),Action|Drama
3152,One Night Stand (1997),Drama
1910,"Tango Lesson, The (1997)",Romance
1735,Welcome To Sarajevo (1997),Drama|War
3344,Deceiver (1997),Crime
1362,"Rainmaker, The (1997)",Drama
726,Boogie Nights (1997),Drama
828,Witness (1985),Drama|Romance|Thriller
3345,Incognito (1997),Crime|Thriller
567,Starship Troopers (1997),Action|Adventure|Sci-Fi|War
3252,Critical Care (1997),Comedy
568,"Joy Luck Club, The (1993)",Drama
3253,Chairman of the Board (1998),Comedy
947,Sliding Doors (1998),Drama|Romance
2196,Mortal Kombat: Annihilation (1997),Action|Adventure
389,"Truman Show, The (1998)",Drama
390,"Wings of the Dove, The (1997)",Drama|Romance|Thriller
2883,Mrs. Dalloway (1997),Romance
1836,Red Corner (1997),Crime|Thriller
66,"Jackal, The (1997)",Action|Thriller
391,Anastasia (1997),Animation|Children's|Musical
577,"Man Who Knew Too Little, The (1997)",Comedy|Mystery
98,Alien: Resurrection (1997),Action|Horror|Sci-Fi
3301,Alien Escape (1995),Horror|Sci-Fi
1605,Amistad (1997),Drama
1332,"Apostle, The (1997)",Drama
2804,Artemisia (1997),Drama
2473,Bent (1997),Drama|War
2248,"Butcher Boy, The (1998)",Drama
1635,Deconstructing Harry (1997),Comedy|Drama
512,Flubber (1997),Children's|Comedy|Fantasy
1489,For Richer or Poorer (1997),Comedy
338,Good Will Hunting (1997),Drama
1298,Home Alone 3 (1997),Children's|Comedy
526,Midnight in the Garden of Good and Evil (1997),Comedy|Crime|Drama|Mystery
1814,Mouse Hunt (1997),Children's|Comedy
3068,Office Killer (1997),Thriller
987,Scream 2 (1997),Horror|Thriller
1819,"Sweet Hereafter, The (1997)",Drama
2098,Time Tracers (1995),Action|Adventure|Sci-Fi
27,Titanic (1997),Drama|Romance
226,Tomorrow Never Dies (1997),Action|Romance|Thriller
2847,"Education of Little Tree, The (1997)",Drama
1495,"Postman, The (1997)",Drama
1160,"Horse Whisperer, The (1998)",Drama
2430,"Winter Guest, The (1997)",Drama
366,Jackie Brown (1997),Crime|Drama
1165,Kundun (1997),Drama
1500,Mr. Magoo (1997),Comedy
557,"Big Lebowski, The (1998)",Comedy|Crime|Mystery|Thriller
1733,Afterglow (1997),Drama|Romance
2110,My Life in Pink (Ma vie en rose) (1997),Comedy|Drama
998,Great Expectations (1998),Drama|Romance
561,3 Ninjas: High Noon On Mega Mountain (1998),Action|Children's
3405,"Midaq Alley (Callejón de los milagros, El) (1995)",Drama
1734,Arguing the World (1996),Documentary
2589,Firestorm (1998),Action|Adventure|Thriller
2944,Senseless (1998),Comedy
727,Wag the Dog (1997),Comedy|Drama
381,Dark City (1998),Film-Noir|Sci-Fi|Thriller
1513,Star Kid (1997),Adventure|Children's|Fantasy|Sci-Fi
1834,Hard Rain (1998),Action|Thriller
1597,Half Baked (1998),Comedy
574,Fallen (1998),Action|Mystery|Thriller
3361,Shooting Fish (1997),Romance
2139,"Prophecy II, The (1998)",Horror
2509,Dangerous Beauty (1998),Drama
2849,Four Days in September (1997),Drama
1326,Spice World (1997),Comedy|Musical
1522,Deep Rising (1998),Action|Horror|Sci-Fi
2434,Music From Another Room (1998),Drama|Romance
2141,"Replacement Killers, The (1998)",Action|Thriller
3260,B. Monkey (1998),Romance|Thriller
2647,Night Flier (1997),Horror
1614,Blues Brothers 2000 (1998),Action|Comedy|Musical
879,"Wedding Singer, The (1998)",Comedy|Romance
258,Sphere (1998),Adventure|Sci-Fi|Thriller
3202,Ayn Rand: A Sense of Life (1997),Documentary
3426,Little City (1998),Comedy|Romance
1201,Palmetto (1998),Film-Noir|Mystery|Thriller
164,As Good As It Gets (1997),Comedy|Drama
840,King of New York (1990),Action|Crime
3287,"Paralyzing Fear: The Story of Polio in America, A (1998)",Documentary
2241,Men With Guns (1997),Action|Drama
2655,Twilight (1998),Crime|Drama
65,U.S. Marshalls (1998),Action|Thriller
3041,Welcome to Woop-Woop (1997),Comedy
2516,Love and Death on Long Island (1997),Comedy|Drama
3226,In God's Hands (1998),Action|Drama
1445,Everest (1998),Documentary
2043,Hush (1998),Thriller
619,Suicide Kings (1997),Crime|Drama
118,"Man in the Iron Mask, The (1998)",Action|Drama|Romance
554,"Newton Boys, The (1998)",Crime|Drama
556,Wild Things (1998),Crime|Drama|Mystery|Thriller
1501,Paulie (1998),Adventure|Children's|Comedy
2701,"Cool Dry Place, A (1998)",Drama
2795,Hana-bi (1997),Comedy|Crime|Drama
1508,Primary Colors (1998),Drama
3035,"Niagara, Niagara (1997)",Drama
1598,Wide Awake (1998),Children's|Comedy|Drama
2799,"Price Above Rubies, A (1998)",Drama
2735,Two Girls and a Guy (1997),Comedy|Drama
1833,"Object of My Affection, The (1998)",Comedy|Romance
2552,Meet the Deedles (1998),Children's|Comedy
2381,Homegrown (1998),Comedy|Thriller
2679,"Player's Club, The (1998)",Action|Drama
3248,Barney's Great Adventure (1998),Adventure|Children's
1723,"Big One, The (1997)",Comedy|Documentary
2801,Chinese Box (1997),Drama|Romance
3278,Follow the Bitch (1998),Comedy
1320,Lost in Space (1998),Action|Sci-Fi|Thriller
1521,Mercury Rising (1998),Action|Drama|Thriller
95,"Spanish Prisoner, The (1997)",Drama|Thriller
952,City of Angels (1998),Romance
36,"Last Days of Disco, The (1998)",Drama
2161,"Odd Couple II, The (1998)",Comedy
2162,My Giant (1998),Comedy
1608,He Got Game (1998),Drama
2621,"Gingerbread Man, The (1998)",Drama|Thriller
3434,Illtown (1996),Crime|Drama
2744,Live Flesh (1997),Drama
751,Zero Effect (1998),Comedy|Thriller
2102,"Borrowers, The (1997)",Adventure|Children's|Comedy|Fantasy
3254,"Alan Smithee Film: Burn Hollywood Burn, An (1997)",Comedy
2622,Kissing a Fool (1998),Comedy|Romance
1384,Krippendorf's Tribe (1998),Comedy
1424,Kurt & Courtney (1998),Documentary|Musical
2128,"Real Blonde, The (1997)",Comedy
2642,Mr. Nice Guy (1997),Action|Comedy
1398,Taste of Cherry (1997),Drama
1365,Character (Karakter) (1997),Drama
2949,Junk Mail (1997),Comedy|Thriller
2093,Species II (1998),Horror|Sci-Fi
2042,Major League: Back to the Minors (1998),Comedy
2623,Sour Grapes (1998),Comedy
2059,Wild Man Blues (1998),Documentary
2200,"Big Hit, The (1998)",Action|Comedy
2477,Tarzan and the Lost City (1998),Action|Adventure
2555,Black Dog (1998),Action|Thriller
2703,"Dancer, Texas Pop. 81 (1998)",Comedy|Drama
2996,"Friend of the Deceased, A (1997)",Comedy|Drama
2807,Go Now (1995),Drama
103,"Misérables, Les (1998)",Drama
2930,Still Breathing (1997),Comedy|Romance
2201,Clockwatchers (1997),Comedy
460,Deep Impact (1998),Action|Drama|Sci-Fi|Thriller
3407,Little Men (1998),Drama
2412,"Hanging Garden, The (1997)",Drama
2704,Lawn Dogs (1997),Drama
2479,Quest for Camelot (1998),Adventure|Animation|Children's|Fantasy
472,Godzilla (1998),Action|Sci-Fi
643,Bulworth (1998),Comedy
644,Fear and Loathing in Las Vegas (1998),Comedy|Drama
782,"Opposite of Sex, The (1998)",Comedy|Drama
3256,I Got the Hook Up (1998),Comedy
1765,Almost Heroes (1998),Adventure|Comedy
965,Hope Floats (1998),Comedy|Drama|Romance
2967,Insomnia (1997),Thriller
3006,"Ugly, The (1997)",Horror|Thriller
1863,"Perfect Murder, A (1998)",Mystery|Thriller
2968,Beyond Silence (1996),Drama
1050,Six Days Seven Nights (1998),Adventure|Comedy|Romance
969,Can't Hardly Wait (1998),Comedy|Drama|Romance
1864,Cousin Bette (1998),Comedy
2283,High Art (1998),Drama|Romance
2815,"Land Girls, The (1998)",Drama|War
3409,Passion in the Desert (1998),Adventure|Drama
1680,"Children of Heaven, The (Bacheha-Ye Aseman) (1997)",Drama
3303,Dear Jesse (1997),Documentary
2719,Dream for an Insomniac (1996),Drama|Romance
2245,Hav Plenty (1997),Comedy
2720,Henry Fool (1997),Comedy|Drama
3346,Marie Baie Des Anges (1997),Drama
3316,Mr. Jealousy (1997),Comedy|Romance
34,Mulan (1998),Animation|Children's
250,"X-Files: Fight the Future, The (1998)",Mystery|Sci-Fi|Thriller
2941,I Went Down (1997),Action|Comedy|Crime
1529,Doctor Dolittle (1998),Comedy
748,Out of Sight (1998),Action|Crime|Romance
2014,Picnic at Hanging Rock (1975),Drama|Mystery
1193,Smoke Signals (1998),Comedy|Drama
1194,Buffalo 66 (1998),Action|Comedy|Drama
133,Armageddon (1998),Action|Adventure|Sci-Fi|Thriller
413,Lethal Weapon 4 (1998),Action|Comedy|Crime|Drama
2166,Madeline (1998),Children's|Comedy
1700,Small Soldiers (1998),Animation|Children's|Fantasy|War
264,Pi (1998),Sci-Fi|Thriller
864,Whatever (1998),Drama
266,There's Something About Mary (1998),Comedy
1535,Plan 9 from Outer Space (1958),Horror|Sci-Fi
2769,Wings (1927),Drama|Romance|War
2901,"Broadway Melody, The (1929)",Musical
1537,All Quiet on the Western Front (1930),War
2902,Cimarron (1931),Western
1685,Grand Hotel (1932),Drama
2903,Cavalcade (1933),Drama
1206,Mutiny on the Bounty (1935),Adventure
2770,"Great Ziegfeld, The (1936)",Musical
2904,"Life of Émile Zola, The (1937)",Drama
1207,You Can't Take It With You (1938),Comedy
2771,How Green Was My Valley (1941),Drama
2363,Mrs. Miniver (1942),Drama|War
888,Going My Way (1944),Comedy
1209,"Lost Weekend, The (1945)",Drama
2257,"Best Years of Our Lives, The (1946)",Drama|War
2772,Gentleman's Agreement (1947),Drama
2677,Hamlet (1948),Drama
2905,All the King's Men (1949),Drama
2737,"Greatest Show on Earth, The (1952)",Drama
1216,From Here to Eternity (1953),Drama|Romance|War
101,On the Waterfront (1954),Crime|Drama
1217,Marty (1955),Drama|Romance
1219,West Side Story (1961),Musical|Romance
1849,Tom Jones (1963),Comedy
1850,"Man for All Seasons, A (1966)",Drama
1222,In the Heat of the Night (1967),Drama|Mystery
2181,Oliver! (1968),Musical
1224,Midnight Cowboy (1969),Drama
136,"French Connection, The (1971)",Action|Crime|Drama|Thriller
139,Rocky (1976),Action|Drama
140,Kramer Vs. Kramer (1979),Drama
474,Ordinary People (1980),Drama
143,Chariots of Fire (1981),Drama
781,Terms of Endearment (1983),Comedy|Drama
1645,Out of Africa (1985),Drama|Romance
483,"Last Emperor, The (1987)",Drama|War
41,Rain Man (1988),Drama
42,Driving Miss Daisy (1989),Drama
1862,Take the Money and Run (1969),Comedy
1233,Klute (1971),Drama|Mystery
791,Repo Man (1984),Comedy|Sci-Fi
2219,Metropolitan (1990),Comedy
205,Labyrinth (1986),Adventure|Children's|Fantasy
168,"Breakfast Club, The (1985)",Comedy|Drama
1959,"Nightmare on Elm Street Part 2: Freddy's Revenge, A (1985)",Horror
1960,"Nightmare on Elm Street 3: Dream Warriors, A (1987)",Horror
1961,"Nightmare on Elm Street 4: The Dream Master, A (1988)",Horror
1962,"Nightmare on Elm Street 5: The Dream Child, A (1989)",Horror
2221,Freddy's Dead: The Final Nightmare (1991),Horror
670,Friday the 13th (1980),Horror
1963,Friday the 13th Part 2 (1981),Horror
903,Friday the 13th Part 3: 3D (1982),Horror
1051,Friday the 13th: The Final Chapter (1984),Horror
1964,Friday the 13th Part V: A New Beginning (1985),Horror
1965,Friday the 13th Part VI: Jason Lives (1986),Horror
1968,Friday the 13th Part VII: The New Blood (1988),Horror
1969,Friday the 13th Part VIII: Jason Takes Manhattan (1989),Horror
1970,Halloween (1978),Horror
1971,Halloween II (1981),Horror
1972,Halloween III: Season of the Witch (1983),Horror
1974,Halloween 4: The Return of Michael Myers (1988),Horror
1975,Halloween 5: The Revenge of Michael Myers (1989),Horror
1977,Prom Night (1980),Horror
1978,Hello Mary Lou: Prom Night II (1987),Horror
3145,Prom Night III: The Last Kiss (1989),Horror
3017,Prom Night IV: Deliver Us From Evil (1992),Horror
686,Child's Play (1988),Horror
2933,Child's Play 2 (1990),Horror
2908,Child's Play 3 (1992),Horror
689,Poltergeist (1982),Horror|Thriller
1983,Poltergeist II: The Other Side (1986),Horror|Thriller
1984,Poltergeist III (1988),Horror|Thriller
335,"Exorcist, The (1973)",Horror
1599,Exorcist II: The Heretic (1977),Horror
1985,"Exorcist III, The (1990)",Horror
516,Lethal Weapon (1987),Action|Comedy|Crime|Drama
517,Lethal Weapon 2 (1989),Action|Comedy|Crime|Drama
163,Lethal Weapon 3 (1992),Action|Comedy|Crime|Drama
693,Gremlins (1984),Comedy|Horror
694,Gremlins 2: The New Batch (1990),Comedy|Horror
218,"Goonies, The (1985)",Adventure|Children's|Fantasy
166,"Mask of Zorro, The (1998)",Action|Adventure|Romance
1041,Polish Wedding (1998),Comedy
3092,"This World, Then the Fireworks (1996)",Crime|Drama|Film-Noir
344,Soylent Green (1973),Sci-Fi|Thriller
350,Metropolis (1926),Sci-Fi
351,Back to the Future Part II (1989),Comedy|Sci-Fi
705,Back to the Future Part III (1990),Comedy|Sci-Fi|Western
1583,"Poseidon Adventure, The (1972)",Action|Adventure
534,Freaky Friday (1977),Children's|Comedy
2083,"Absent Minded Professor, The (1961)",Children's|Comedy|Fantasy
2173,"Apple Dumpling Gang Rides Again, The (1979)",Children's|Comedy|Western
2084,Babes in Toyland (1961),Children's|Fantasy|Musical
17,Bambi (1942),Animation|Children's
536,Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),Action|Drama
546,Dangerous Liaisons (1988),Drama|Romance
368,Dune (1984),Fantasy|Sci-Fi
1659,"Last Temptation of Christ, The (1988)",Drama
1272,"Godfather: Part III, The (1990)",Action|Crime|Drama
2526,"Rapture, The (1991)",Drama|Mystery
547,Lolita (1997),Drama|Romance
2224,Disturbing Behavior (1998),Horror|Thriller
1021,Mafia! (1998),Comedy|Crime
48,Saving Private Ryan (1998),Action|Drama|War
2225,Billy's Hollywood Screen Kiss (1997),Comedy|Romance
2175,"$1,000,000 Duck (1971)",Children's|Comedy
3367,"Barefoot Executive, The (1971)",Children's|Comedy
1057,"Black Cauldron, The (1985)",Animation|Children's
2101,"Black Hole, The (1979)",Sci-Fi
2324,Blackbeard's Ghost (1968),Children's|Comedy
2605,Blank Check (1994),Children's|Comedy
2356,Candleshoe (1977),Adventure|Children's|Comedy
1450,"Cat from Outer Space, The (1978)",Children's|Comedy|Sci-Fi
2176,"Computer Wore Tennis Shoes, The (1970)",Children's|Comedy
1594,Condorman (1981),Action|Adventure|Children's|Comedy
570,D2: The Mighty Ducks (1994),Children's|Comedy
2085,Darby O'Gill and the Little People (1959),Adventure|Children's|Fantasy
3191,"Devil and Max Devlin, The (1981)",Comedy
1899,"Far Off Place, A (1993)",Adventure|Children's|Drama|Romance
240,Flight of the Navigator (1986),Adventure|Children's|Sci-Fi
2270,"Gnome-Mobile, The (1967)",Children's
1595,"Great Mouse Detective, The (1986)",Animation|Children's
2775,"Happiest Millionaire, The (1967)",Comedy|Musical
2154,Herbie Goes Bananas (1980),Adventure|Children's|Comedy
2155,Herbie Goes to Monte Carlo (1977),Adventure|Children's|Comedy
393,Hocus Pocus (1993),Children's|Comedy
1443,"Honey, I Blew Up the Kid (1992)",Children's|Comedy|Sci-Fi
176,"Honey, I Shrunk the Kids (1989)",Adventure|Children's|Comedy|Fantasy|Sci-Fi
2333,Hot Lead and Cold Feet (1978),Comedy|Western
2334,In Search of the Castaways (1962),Adventure|Children's
2264,"Incredible Journey, The (1963)",Adventure|Children's
247,"Negotiator, The (1998)",Action|Thriller
1457,"Parent Trap, The (1998)",Children's|Drama
1751,BASEketball (1998),Comedy
3221,Full Tilt Boogie (1997),Documentary
2185,"Governess, The (1998)",Drama|Romance
2781,Seventh Heaven (Le Septième ciel) (1997),Drama|Romance
588,Roger & Me (1989),Comedy|Documentary
877,"Purple Rose of Cairo, The (1985)",Comedy|Drama|Romance
2760,Out of the Past (1947),Film-Noir
115,Doctor Zhivago (1965),Drama|Romance|War
2950,Fanny and Alexander (1982),Drama
1072,"Trip to Bountiful, The (1985)",Drama
1077,Tender Mercies (1983),Drama
1782,And the Band Played On (1993),Drama
599,"'burbs, The (1989)",Comedy
2325,Fandango (1985),Comedy
3300,"Night Porter, The (Il Portiere di notte) (1974)",Drama
3093,Mephisto (1981),Drama|War
424,Blue Velvet (1986),Drama|Mystery
1771,"Journey of Natty Gann, The (1985)",Adventure|Children's
427,"Jungle Book, The (1967)",Animation|Children's|Comedy|Musical
1083,Kidnapped (1960),Children's|Drama
433,Lady and the Tramp (1955),Animation|Children's|Comedy|Musical|Romance
434,"Little Mermaid, The (1989)",Animation|Children's|Comedy|Musical|Romance
435,"Mighty Ducks, The (1992)",Children's|Comedy
436,"Muppet Christmas Carol, The (1992)",Children's|Musical
1998,Newsies (1992),Children's|Musical
438,101 Dalmatians (1961),Animation|Children's
1463,One Magic Christmas (1985),Drama|Fantasy
439,Peter Pan (1953),Animation|Children's|Fantasy|Musical
2157,Popeye (1980),Adventure|Comedy|Musical
440,"Rescuers Down Under, The (1990)",Animation|Children's
452,"Rescuers, The (1977)",Animation|Children's
767,Return from Witch Mountain (1978),Children's|Sci-Fi
2260,"Return of Jafar, The (1993)",Animation|Children's|Musical
285,Return to Oz (1985),Adventure|Children's|Fantasy|Sci-Fi
192,"Rocketeer, The (1991)",Action|Adventure|Sci-Fi
2265,"Shaggy D.A., The (1976)",Children's|Comedy
454,Sleeping Beauty (1959),Animation|Children's|Musical
1412,Something Wicked This Way Comes (1983),Children's|Horror
2158,Son of Flubber (1963),Children's|Comedy
2178,Song of the South (1946),Adventure|Animation|Children's|Musical
563,Splash (1984),Comedy|Fantasy|Romance
3331,Squanto: A Warrior's Tale (1994),Adventure|Drama
1440,Steamboat Willie (1940),Animation|Children's|Comedy|Musical
2300,Tall Tale (1994),Adventure|Children's
2370,Tex (1982),Drama
233,Tron (1982),Action|Adventure|Fantasy|Sci-Fi
1895,Swing Kids (1993),Drama|War
1992,Halloween: H20 (1998),Horror|Thriller
723,L.A. Story (1991),Comedy|Romance
1000,"Jerk, The (1979)",Comedy
